token_id,name,symbol,sector,initial_mcap_usd_m,listing_date,day_offset,sample_date,source,median_spread_bps,volume_units,n_updates_or_trades
bl-lista,Lista DAO,LISTAUSDT,DeFi_stablecoin,55.0,2024-06-20,150,2024-11-16,aggtrades,14.573718727228309,21161894.700000003,39006.0
bl-lista,Lista DAO,LISTAUSDT,DeFi_stablecoin,55.0,2024-06-20,180,2024-12-16,aggtrades,18.0082861465754,13986987.799999999,36460.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,1,2024-05-13,aggtrades,87.16707104449765,743719214.8000001,770103.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,3,2024-05-15,aggtrades,38.743601129230534,184346049.4,191417.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,7,2024-05-19,aggtrades,19.886367247573,79714327.5,65493.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,14,2024-05-26,aggtrades,48.58362077613406,411491600.70000005,607481.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,21,2024-06-02,aggtrades,44.924281792666164,284564763.29999995,460403.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,30,2024-06-11,aggtrades,26.229508426893503,92633981.7,148171.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,45,2024-06-26,aggtrades,20.763640558311497,50703403.7,79924.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,60,2024-07-11,aggtrades,16.660720186050472,37151063.3,75651.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,90,2024-08-10,aggtrades,9.444356996695182,11819753.599999998,26073.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,120,2024-09-09,aggtrades,12.96179682593522,29925264.900000002,31447.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,150,2024-10-09,aggtrades,13.012361743656845,22443794.000000004,22192.0
bl-bb,BounceBit,BBUSDT,BTC_restaking,50.0,2024-05-13,180,2024-11-08,aggtrades,10.451140916217469,19879972.800000004,23824.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,1,2024-02-19,bookticker,3.5104982811435095,2655351.0702011916,2705865.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,3,2024-02-21,bookticker,2.8283738720118716,8846062.097747179,2068816.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,7,2024-02-25,bookticker,2.126079373259751,12345043.095522348,1254322.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,14,2024-03-03,bookticker,2.3753151509278347,7855746.026262766,1869439.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,21,2024-03-10,bookticker,1.9304900171078416,4420296.965316312,5326268.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,30,2024-03-19,bookticker,1.8679507961895907,6996064.766218476,4174066.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,45,2024-04-03,aggtrades,20.79168811324462,69027999.6,94831.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,60,2024-04-18,aggtrades,22.73014269478359,57784198.099999994,69585.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,90,2024-05-18,aggtrades,10.854816824966388,25486955.8,28122.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,120,2024-06-17,aggtrades,18.27596710325889,52448417.2,55337.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,150,2024-07-17,aggtrades,18.264840182648925,75932931.1,64086.0
bl-pixel,Pixels,PIXELUSDT,gaming,65.0,2024-02-19,180,2024-08-16,aggtrades,15.043251469532045,73562617.8,34722.0
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,1,2024-05-31,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,3,2024-06-02,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,7,2024-06-06,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,14,2024-06-13,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,21,2024-06-20,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,30,2024-06-29,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,45,2024-07-14,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,60,2024-07-29,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,90,2024-08-28,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,120,2024-09-27,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,150,2024-10-27,none,,,
bl-mew,cat in a dogs world,MEWUSDT,meme,60.0,2024-05-31,180,2024-11-26,none,,,
